BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line name	replicate	source_name	treatment	treatment time	tumor type	group
SAMN05597459	SRR4045005	2016-08-23T16:47:43Z	2016-08-19T15:42:07Z	19652835	2004589170	19652835	102	1245		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045005/SRR4045005.1	SRX2035869		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629751	simple	9606	Homo sapiens	GSM2285413							no					GEO	SRA453630		public	24A806F131C8CED381E1BC79351C0CA0	BA1F5A51E4B4CD9E204D3F20CDF1AA93	5597459	IM9_DMSO_24_2	AstraZeneca	9606	SRS1629751	GSM2285413	IM9	2	Cancer cell line	DMSO	24 h	mm	IM9.DMSO
SAMN05597457	SRR4045006	2016-08-23T16:47:43Z	2016-08-19T15:40:02Z	14612528	1490477856	14612528	102	935		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045006/SRR4045006.1	SRX2035870		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629754	simple	9606	Homo sapiens	GSM2285414							no					GEO	SRA453630		public	7E320B1CEB57237F76F22FBB531CE212	B39EB641451A08B8199567C116A5BC5E	5597457	MOLP8_DMSO_24_1	AstraZeneca	9606	SRS1629754	GSM2285414	MOLP8	1	Cancer cell line	DMSO	24 h	mm	MOLP8.DMSO
SAMN05597464	SRR4045007	2016-08-23T16:47:43Z	2016-08-19T15:45:17Z	22139722	2258251644	22139722	102	1399		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045007/SRR4045007.1	SRX2035871		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629753	simple	9606	Homo sapiens	GSM2285415							no					GEO	SRA453630		public	5DC609023D6705012CC09CE9221ED383	D7AB08403E2744722F993F11F53B6D7D	5597464	MOLP8_DMSO_24_2	AstraZeneca	9606	SRS1629753	GSM2285415	MOLP8	2	Cancer cell line	DMSO	24 h	mm	MOLP8.DMSO
SAMN05597455	SRR4045008	2016-08-23T16:47:43Z	2016-08-19T15:40:34Z	13416789	1368512478	13416789	102	860		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045008/SRR4045008.1	SRX2035872		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629752	simple	9606	Homo sapiens	GSM2285416							no					GEO	SRA453630		public	375981628201A6D07F814B6F39F0CD75	0DD795EAF7F186B5C07DF1A9E416392C	5597455	RPMI8226_DMSO_24_1	AstraZeneca	9606	SRS1629752	GSM2285416	RPMI8226	1	Cancer cell line	DMSO	24 h	mm	RPMI8226.DMSO
SAMN05597453	SRR4045009	2016-08-23T16:47:43Z	2016-08-19T15:43:08Z	19533463	1992413226	19533463	102	1236		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045009/SRR4045009.1	SRX2035873		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629755	simple	9606	Homo sapiens	GSM2285417							no					GEO	SRA453630		public	780849D6AD9C8D5F1CCC3C9DBE7FDE16	08242FFCC1082607DF15A8665C51F80D	5597453	RPMI8226_DMSO_24_2	AstraZeneca	9606	SRS1629755	GSM2285417	RPMI8226	2	Cancer cell line	DMSO	24 h	mm	RPMI8226.DMSO
SAMN05597451	SRR4045010	2016-08-23T16:47:43Z	2016-08-19T15:43:38Z	16001401	1632142902	16001401	102	993		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045010/SRR4045010.1	SRX2035874		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629756	simple	9606	Homo sapiens	GSM2285418							no					GEO	SRA453630		public	6B467160840C10EE9BBF85E92865969A	37A5A07AEBD28C68D1C004FD9BF92DFD	5597451	OPM2_DMSO_24_1	AstraZeneca	9606	SRS1629756	GSM2285418	OPM2	1	Cancer cell line	DMSO	24 h	mm	OPM2.DMSO
SAMN05597449	SRR4045011	2016-08-23T16:47:43Z	2016-08-19T15:40:53Z	14592978	1488483756	14592978	102	912		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045011/SRR4045011.1	SRX2035875		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629757	simple	9606	Homo sapiens	GSM2285419							no					GEO	SRA453630		public	C7B2B695CE911CE8688F2F5A8F532688	50ECD57D3584D1769F22C01DC90B1EF6	5597449	OPM2_DMSO_24_2	AstraZeneca	9606	SRS1629757	GSM2285419	OPM2	2	Cancer cell line	DMSO	24 h	mm	OPM2.DMSO
SAMN05597448	SRR4045012	2016-08-23T16:47:43Z	2016-08-19T15:39:03Z	14415049	1470334998	14415049	102	925		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045012/SRR4045012.1	SRX2035876		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629758	simple	9606	Homo sapiens	GSM2285420							no					GEO	SRA453630		public	75238A57E797CCDBC845C4500102736A	7DAD3883085F26E8A2C78D51E5CF1FB8	5597448	OCIAML2_DMSO_24_1	AstraZeneca	9606	SRS1629758	GSM2285420	OCIAML2	1	Cancer cell line	DMSO	24 h	aml	OCIAML2.DMSO
SAMN05597446	SRR4045013	2016-08-23T16:47:43Z	2016-08-19T15:40:32Z	14347826	1463478252	14347826	102	917		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045013/SRR4045013.1	SRX2035877		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629760	simple	9606	Homo sapiens	GSM2285421							no					GEO	SRA453630		public	F3A7611D49740E7778CB977BE63B156A	1CFAE01329577482AE2E7526A2846FAF	5597446	OCIAML2_DMSO_24_2	AstraZeneca	9606	SRS1629760	GSM2285421	OCIAML2	2	Cancer cell line	DMSO	24 h	aml	OCIAML2.DMSO
SAMN05597444	SRR4045014	2016-08-23T16:47:43Z	2016-08-19T16:06:07Z	19282271	1966791642	19282271	102	1203		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045014/SRR4045014.1	SRX2035878		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629759	simple	9606	Homo sapiens	GSM2285422							no					GEO	SRA453630		public	DDAE1A48E1D0D5A5A71094357D764E56	DE54EA7521319A2DD50C0516C3B975E9	5597444	KG1A_DMSO_24_1	AstraZeneca	9606	SRS1629759	GSM2285422	KG1A	1	Cancer cell line	DMSO	24 h	aml	KG1A.DMSO
SAMN05597442	SRR4045015	2016-08-23T16:47:43Z	2016-08-19T15:41:24Z	14061474	1434270348	14061474	102	882		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045015/SRR4045015.1	SRX2035879		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629761	simple	9606	Homo sapiens	GSM2285423							no					GEO	SRA453630		public	2D8C6915CF8B3F2FA93EC1435BE10209	88EB628C96D50D6CCAB16967B1F9D824	5597442	KG1A_DMSO_24_2	AstraZeneca	9606	SRS1629761	GSM2285423	KG1A	2	Cancer cell line	DMSO	24 h	aml	KG1A.DMSO
SAMN05597440	SRR4045016	2016-08-23T16:47:43Z	2016-08-19T15:40:44Z	14796961	1509290022	14796961	102	939		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045016/SRR4045016.1	SRX2035880		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629764	simple	9606	Homo sapiens	GSM2285424							no					GEO	SRA453630		public	52FD8CB1B4D36A8C032272935EE45616	057D144BFB0CDF5DF2491460FE914AB2	5597440	MOLM13_DMSO_24_1	AstraZeneca	9606	SRS1629764	GSM2285424	MOLM13	1	Cancer cell line	DMSO	24 h	aml	MOLM13.DMSO
SAMN05597438	SRR4045017	2016-08-23T16:47:43Z	2016-08-19T16:00:19Z	13621359	1389378618	13621359	102	874		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR4045017/SRR4045017.1	SRX2035881		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082423	PRJNA339566	2	339566	SRS1629762	simple	9606	Homo sapiens	GSM2285425							no					GEO	SRA453630		public	4BC43B781C48C1CBB95EF1FE5F4740EF	FF237B4B61E3EEE30EA526E746589461	5597438	MOLM13_DMSO_24_2	AstraZeneca	9606	SRS1629762	GSM2285425	MOLM13	2	Cancer cell line	DMSO	24 h	aml	MOLM13.DMSO
