BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	source_name	time	tissue	treatment
SAMN29048044	SRR19659402	2022-06-14T22:06:21Z	2022-06-14T19:46:58Z	19370094	1433014184	0	73	605		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19659/SRR19659402/SRR19659402.lite.1	SRX15709139	GSM6244080	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403606	simple	9606	Homo sapiens	GSM6244080							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	0EE879CF178A0106587BE1F3C78D4E69	CEBB9411B8600365251BCC928DF303B9	29048044	L428_BV_2_S2	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403606	GSM6244080	L-428	Hodgkin lymphoma	L428 cells, BV treated, 48hrs	48 hours	pleural effusion	Brentuximab vedotin (BV) 25ng/ul
SAMN29048045	SRR19659403	2022-06-14T22:06:21Z	2022-06-14T19:47:26Z	19728184	1461418817	0	74	618		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19659/SRR19659403/SRR19659403.lite.1	SRX15709138	GSM6244079	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403605	simple	9606	Homo sapiens	GSM6244079							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	EF1D72A2C475DEB5B953641031102679	FAC07A4E873C9C851F8FC04C58BA3BD6	29048045	L428_BV_1_S1	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403605	GSM6244079	L-428	Hodgkin lymphoma	L428 cells, BV treated, 48hrs	48 hours	pleural effusion	Brentuximab vedotin (BV) 25ng/ul
SAMN29048046	SRR19659404	2022-06-14T22:06:21Z	2022-06-14T19:49:49Z	24264057	1798925999	0	74	765		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19659/SRR19659404/SRR19659404.lite.1	SRX15709137	GSM6244078	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403604	simple	9606	Homo sapiens	GSM6244078							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	D5A23F0EEDDA40929D30D36042D7416B	DB57907D70F17967BF379CC935EDD489	29048046	K1106P_UT_3_S15	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403604	GSM6244078	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, Untreated, 48hrs	48 hours	pleural effusion	Untreated (UT) RPMI media
SAMN29048047	SRR19659405	2022-06-14T22:06:20Z	2022-06-14T19:46:42Z	19614325	1454454719	0	74	619		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19659/SRR19659405/SRR19659405.lite.1	SRX15709136	GSM6244077	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403603	simple	9606	Homo sapiens	GSM6244077							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	74AEBCD87114795FE7F77303BD2BF3C0	F32DB898F6955BB96DD546AF8B350E7D	29048047	K1106P_UT_2_S14	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403603	GSM6244077	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, Untreated, 48hrs	48 hours	pleural effusion	Untreated (UT) RPMI media
SAMN29048048	SRR19659406	2022-06-14T22:06:20Z	2022-06-14T19:43:46Z	19635035	1454889527	0	74	622		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19659/SRR19659406/SRR19659406.lite.1	SRX15709135	GSM6244076	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403602	simple	9606	Homo sapiens	GSM6244076							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	65F32C33132E26CD800BCA174402D954	78A538DD8E3169969432B188BF139BB8	29048048	K1106P_UT_1_S13	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403602	GSM6244076	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, Untreated, 48hrs	48 hours	pleural effusion	Untreated (UT) RPMI media
SAMN29048049	SRR19659407	2022-06-14T22:06:20Z	2022-06-14T19:45:39Z	16414129	1213432766	0	73	516		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19659/SRR19659407/SRR19659407.lite.1	SRX15709134	GSM6244075	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403601	simple	9606	Homo sapiens	GSM6244075							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	18B7E3AB387477937CDA87E1D1FDB01B	79006EBB86F19739AB783FC4B16B2DFD	29048049	K1106P_PRED_3_S12	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403601	GSM6244075	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, PRED treated, 48hrs	48 hours	pleural effusion	Prednisone (PRED) 60ug/ml
SAMN29048050	SRR19659408	2022-06-14T22:06:20Z	2022-06-14T19:44:54Z	15638425	1155688273	0	73	493		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19659/SRR19659408/SRR19659408.lite.1	SRX15709133	GSM6244074	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403600	simple	9606	Homo sapiens	GSM6244074							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	2A94B10F0C938DA675AA0AB69C437DCD	E48AFA460E0F3B7D12A52431391862FD	29048050	K1106P_PRED_2_S11	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403600	GSM6244074	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, PRED treated, 48hrs	48 hours	pleural effusion	Prednisone (PRED) 60ug/ml
SAMN29048051	SRR19659409	2022-06-14T22:06:20Z	2022-06-14T19:44:31Z	16664530	1234338055	0	74	526		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19659/SRR19659409/SRR19659409.lite.1	SRX15709132	GSM6244073	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403599	simple	9606	Homo sapiens	GSM6244073							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	D9F521B155B6C86FF0BF2A02D02E24C6	092DF62B3F321EAFF28EC537912C2196	29048051	K1106P_PRED_1_S10	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403599	GSM6244073	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, PRED treated, 48hrs	48 hours	pleural effusion	Prednisone (PRED) 60ug/ml
SAMN29048052	SRR19659410	2022-06-14T22:06:20Z	2022-06-14T19:45:27Z	17481827	1292920518	0	73	548		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19659/SRR19659410/SRR19659410.lite.1	SRX15709131	GSM6244072	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403598	simple	9606	Homo sapiens	GSM6244072							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	A2BF9AB7681E29ED789186789C075F41	5BCAD4D4B0534921FE97FB34B31F50E3	29048052	K1106P_IBR_3_S9	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403598	GSM6244072	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, IBR treated, 48hrs	48 hours	pleural effusion	Ibrutinib (IBR) 2.5uM
SAMN29048053	SRR19659411	2022-06-14T22:06:20Z	2022-06-14T19:45:15Z	14752215	1090910645	0	73	466		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19659/SRR19659411/SRR19659411.lite.1	SRX15709130	GSM6244071	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403597	simple	9606	Homo sapiens	GSM6244071							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	E07DAEAC11267D81DDBF0C707D6717A1	286DC4BE3BBCBC1C10BD9B3529A125F7	29048053	K1106P_IBR_2_S8	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403597	GSM6244071	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, IBR treated, 48hrs	48 hours	pleural effusion	Ibrutinib (IBR) 2.5uM
SAMN29048054	SRR19659412	2022-06-14T22:06:20Z	2022-06-14T19:45:31Z	15969497	1179713317	0	73	506		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19659/SRR19659412/SRR19659412.lite.1	SRX15709129	GSM6244070	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403596	simple	9606	Homo sapiens	GSM6244070							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	BCF274D3BB118A630D706014630AA401	31E91795F659597AC26E34FEC513E9D5	29048054	K1106P_IBR_1_S7	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403596	GSM6244070	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, IBR treated, 48hrs	48 hours	pleural effusion	Ibrutinib (IBR) 2.5uM
SAMN29048055	SRR19659413	2022-06-14T22:06:20Z	2022-06-14T19:43:53Z	18650128	1383209455	0	74	588		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19659/SRR19659413/SRR19659413.lite.1	SRX15709128	GSM6244069	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403595	simple	9606	Homo sapiens	GSM6244069							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	F965911574F97AB6B05BD9B12FF08111	8D72A1492A5AAF23527BFAF9E6BC5D56	29048055	K1106P_BV_3_S6	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403595	GSM6244069	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, BV treated, 48hrs	48 hours	pleural effusion	Brentuximab vedotin (BV) 25ng/ul
SAMN29048056	SRR19659414	2022-06-14T22:06:20Z	2022-06-14T19:44:58Z	15449463	1144359251	0	74	491		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19659/SRR19659414/SRR19659414.lite.1	SRX15709127	GSM6244068	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403594	simple	9606	Homo sapiens	GSM6244068							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	6872006814DEFE3E6CE2C9C238F6F75B	EB21A9E257339FB64E37233BF2575F55	29048056	K1106P_BV_2_S5	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403594	GSM6244068	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, BV treated, 48hrs	48 hours	pleural effusion	Brentuximab vedotin (BV) 25ng/ul
SAMN29048057	SRR19659415	2022-06-14T22:06:20Z	2022-06-14T19:47:28Z	20320360	1503629898	0	73	640		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19659/SRR19659415/SRR19659415.lite.1	SRX15709126	GSM6244067	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403593	simple	9606	Homo sapiens	GSM6244067							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	C9C40093607F2BB41C4E264D14A91C43	16F737A5CABC30ECDA65301AEC73030B	29048057	K1106P_BV_1_S4	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403593	GSM6244067	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, BV treated, 48hrs	48 hours	pleural effusion	Brentuximab vedotin (BV) 25ng/ul
SAMN29048058	SRR19659416	2022-06-14T22:06:20Z	2022-06-14T19:43:50Z	13254552	983830632	0	74	421		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19659/SRR19659416/SRR19659416.lite.1	SRX15709125	GSM6244066	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403592	simple	9606	Homo sapiens	GSM6244066							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	8BCE68979711031DE5C038FB9D29C01C	36DFE83FBCF61E0776B9C2A2C9CDBCB6	29048058	K1106P_RmAb_3_S3	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403592	GSM6244066	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, RmAb treated, 48hrs	48 hours	pleural effusion	Rituximab (RmAb) 200ug/ml
SAMN29048059	SRR19659417	2022-06-14T22:06:20Z	2022-06-14T19:45:58Z	17487054	1291423534	0	73	550		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19659/SRR19659417/SRR19659417.lite.1	SRX15709124	GSM6244065	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403591	simple	9606	Homo sapiens	GSM6244065							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	E7EFCCC966BDB3314F3D6465E63ED885	CE9E09B251808B22BEEC0C82D2B3D1FC	29048059	K1106P_RmAb_2_S2	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403591	GSM6244065	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, RmAb treated, 48hrs	48 hours	pleural effusion	Rituximab (RmAb) 200ug/ml
SAMN29048060	SRR19659418	2022-06-14T22:06:20Z	2022-06-14T19:43:19Z	16958003	1252972108	0	73	536		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19659/SRR19659418/SRR19659418.lite.1	SRX15709123	GSM6244064	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403590	simple	9606	Homo sapiens	GSM6244064							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	EF470EA605CB89D4441FEBEAE6D33482	B35193986C56E88A6B42C370CC90FDD4	29048060	K1106P_RmAb_1_S1	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403590	GSM6244064	KARPAS 1106P	Primary mediastinal B-cell lymphoma	K1106P cells, RmAb treated, 48hrs	48 hours	pleural effusion	Rituximab (RmAb) 200ug/ml
SAMN29048061	SRR19659419	2022-06-14T22:06:20Z	2022-06-14T19:45:00Z	17778496	1315832233	0	74	569		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19659/SRR19659419/SRR19659419.lite.1	SRX15709122	GSM6244063	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403589	simple	9606	Homo sapiens	GSM6244063							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	3E22CE37B3057F770045A032B9BE6D84	E330E9E5DB1C5BCC33C23E837085584A	29048061	HDLM2_UT_3_S15	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403589	GSM6244063	HDML-2	Hodgkin lymphoma	HDLM2 cells, Untreated, 48hrs	48 hours	pleural effusion	Untreated (UT) RPMI media
SAMN29048062	SRR19659420	2022-06-14T22:06:20Z	2022-06-14T19:45:30Z	16451004	1217505003	0	74	528		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19659/SRR19659420/SRR19659420.lite.1	SRX15709121	GSM6244062	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403588	simple	9606	Homo sapiens	GSM6244062							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	88C17E0A2F6826E3A550FE8A41A6EA73	DA591B8A140DCA8E51D2F326B2022E9C	29048062	HDLM2_UT_2_S14	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403588	GSM6244062	HDML-2	Hodgkin lymphoma	HDLM2 cells, Untreated, 48hrs	48 hours	pleural effusion	Untreated (UT) RPMI media
SAMN29048063	SRR19659421	2022-06-14T22:06:20Z	2022-06-14T19:42:57Z	16042802	1186877038	0	73	512		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19659/SRR19659421/SRR19659421.lite.1	SRX15709120	GSM6244061	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403587	simple	9606	Homo sapiens	GSM6244061							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	39E9F59F39F9F25166F1AAF4E002062C	459240750DE17F9A182C963C76FC4B93	29048063	HDLM2_UT_1_S13	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403587	GSM6244061	HDML-2	Hodgkin lymphoma	HDLM2 cells, Untreated, 48hrs	48 hours	pleural effusion	Untreated (UT) RPMI media
SAMN29048064	SRR19659422	2022-06-14T22:06:20Z	2022-06-14T19:45:25Z	16659819	1231462703	0	73	532		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19659/SRR19659422/SRR19659422.lite.1	SRX15709119	GSM6244060	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403586	simple	9606	Homo sapiens	GSM6244060							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	E828E71B1DB352D26128CBC3FCC9A31A	B350A6287E705CC448EC991CE85A6294	29048064	HDLM2_RmAb_3_S12	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403586	GSM6244060	HDML-2	Hodgkin lymphoma	HDLM2 cells, RmAb treated, 48hrs	48 hours	pleural effusion	Rituximab (RmAb) 200ug/ml
SAMN29048065	SRR19659423	2022-06-14T22:06:20Z	2022-06-14T19:44:58Z	15117903	1121065428	0	74	485		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19659/SRR19659423/SRR19659423.lite.1	SRX15709118	GSM6244059	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403585	simple	9606	Homo sapiens	GSM6244059							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	B75853509161CC8804AB04878CF13668	4AFE20336C85B037F1B26885DBC2FACF	29048065	HDLM2_RmAb_2_S11	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403585	GSM6244059	HDML-2	Hodgkin lymphoma	HDLM2 cells, RmAb treated, 48hrs	48 hours	pleural effusion	Rituximab (RmAb) 200ug/ml
SAMN29048066	SRR19659424	2022-06-14T22:06:20Z	2022-06-14T19:45:08Z	15493380	1146013050	0	73	497		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19659/SRR19659424/SRR19659424.lite.1	SRX15709117	GSM6244058	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403584	simple	9606	Homo sapiens	GSM6244058							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	937EB99943C4A9415C1EAE77EF94BD19	A6302BFD7251E249E9A4990EA3B1B0B3	29048066	HDLM2_RmAb_1_S10	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403584	GSM6244058	HDML-2	Hodgkin lymphoma	HDLM2 cells, RmAb treated, 48hrs	48 hours	pleural effusion	Rituximab (RmAb) 200ug/ml
SAMN29048067	SRR19659425	2022-06-14T22:06:20Z	2022-06-14T19:44:41Z	17257405	1274216571	0	73	546		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19659/SRR19659425/SRR19659425.lite.1	SRX15709116	GSM6244057	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403583	simple	9606	Homo sapiens	GSM6244057							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	2E31599D4C7DAA2D2B0EFC4D02E86827	DFFAC05057FAB1175C510D98BEEB2034	29048067	HDLM2_PRED_3_S9	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403583	GSM6244057	HDML-2	Hodgkin lymphoma	HDLM2 cells, PRED treated, 48hrs	48 hours	pleural effusion	Prednisone (PRED) 60ug/ml
SAMN29048068	SRR19659426	2022-06-14T22:06:20Z	2022-06-14T19:45:05Z	15329336	1134344530	0	73	488		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19659/SRR19659426/SRR19659426.lite.1	SRX15709115	GSM6244056	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403582	simple	9606	Homo sapiens	GSM6244056							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	3DE5E5510B290BC5FDE808A069E358D8	A02B02CD6F5AFD1736E2C50C70DCDFC1	29048068	HDLM2_PRED_2_S8	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403582	GSM6244056	HDML-2	Hodgkin lymphoma	HDLM2 cells, PRED treated, 48hrs	48 hours	pleural effusion	Prednisone (PRED) 60ug/ml
SAMN29048069	SRR19659427	2022-06-14T22:06:20Z	2022-06-14T19:44:59Z	16024740	1185543720	0	73	511		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19659/SRR19659427/SRR19659427.lite.1	SRX15709114	GSM6244055	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403581	simple	9606	Homo sapiens	GSM6244055							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	9B23E61B05BEACF4B25743EEABC0CF79	AD5AC5B1FDC1E89F91D7795AA3058E6C	29048069	HDLM2_PRED_1_S7	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403581	GSM6244055	HDML-2	Hodgkin lymphoma	HDLM2 cells, PRED treated, 48hrs	48 hours	pleural effusion	Prednisone (PRED) 60ug/ml
SAMN29048070	SRR19659428	2022-06-14T22:06:20Z	2022-06-14T19:45:19Z	15683572	1160057338	0	73	501		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19659/SRR19659428/SRR19659428.lite.1	SRX15709113	GSM6244054	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403580	simple	9606	Homo sapiens	GSM6244054							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	17B26D3EA9A1C7A7A208DB2AC4F64263	70C9999A0CC8BB726053C9064ABF0414	29048070	HDLM2_IBR_3_S6	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403580	GSM6244054	HDML-2	Hodgkin lymphoma	HDLM2 cells, IBR treated, 48hrs	48 hours	pleural effusion	Ibrutinib (IBR) 2.5uM
SAMN29048071	SRR19659429	2022-06-14T22:06:21Z	2022-06-14T19:44:40Z	14090517	1044432656	0	74	452		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19659/SRR19659429/SRR19659429.lite.1	SRX15709112	GSM6244053	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP381792	PRJNA849261		849261	SRS13403579	simple	9606	Homo sapiens	GSM6244053							no					NEUROSCIENCE AND PHYSIOLOGY, SUNY UPSTATE MEDICAL UNIV	SRA1437580		public	EE758F2CB6B77C51D9EFD07DFF19E73E	0E3B71E130B6B9862AB56FEABAE0460D	29048071	HDLM2_IBR_2_S5	Neuroscience and Physiology, SUNY Upstate Medical Univ	9606	SRS13403579	GSM6244053	HDML-2	Hodgkin lymphoma	HDLM2 cells, IBR treated, 48hrs	48 hours	pleural effusion	Ibrutinib (IBR) 2.5uM
