BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	timepoint	tissue source	treatment	group
SAMN02721656	SRR1223574	2014-04-14T10:02:10Z	2014-04-09T00:20:42Z	21191988	2119198800	21191988	100	1384		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223574/SRR1223574.1	SRX513345		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590288	simple	9606	Homo sapiens	GSM1365965							no					GEO	SRA156980		public	67D2D9B85A1BBEEC235535242346A5FF	7B3B0FAB1EF1BA63020AC9D300505AFD	2721656	34.24hr.JJN3.Combo.B	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590288	GSM1365965	JJN3	Multiple myeloma	24hr	bone marrow	Combo	JJN3.Combo.24hr
SAMN02721640	SRR1223575	2014-04-14T10:02:10Z	2014-04-09T00:21:03Z	20842641	2084264100	20842641	100	1324		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223575/SRR1223575.1	SRX513346		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590289	simple	9606	Homo sapiens	GSM1365966							no					GEO	SRA156980		public	99A0EE09B7D7F6E80B7EAF1AB1C4D0B5	08FFEBD6953A368010AEFBD4665E7230	2721640	35.24hr.JJN3.NMP.B	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590289	GSM1365966	JJN3	Multiple myeloma	24hr	bone marrow	NMP	JJN3.NMP.24hr
SAMN02721651	SRR1223576	2014-04-14T10:02:10Z	2014-04-09T00:21:12Z	22484456	2248445600	22484456	100	1486		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223576/SRR1223576.1	SRX513347		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590290	simple	9606	Homo sapiens	GSM1365967							no					GEO	SRA156980		public	5B9729B5374C23FE81B57885E32943A8	FA53D390907343E53DCABFEDEF2144B1	2721651	36.24hr.U266.Control.B	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590290	GSM1365967	U266	Multiple myeloma	24hr	peripheral blood	Control	U266.Control.24hr
SAMN02721653	SRR1223577	2014-04-14T10:02:10Z	2014-04-09T00:20:26Z	22092112	2209211200	22092112	100	1429		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223577/SRR1223577.1	SRX513348		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590291	simple	9606	Homo sapiens	GSM1365968							no					GEO	SRA156980		public	4B03FF0F50DF03B729C5FB55A98517A0	0C6FB4F4937400D79792428D9EC9A11A	2721653	37.24hr.U266.LBH.589.B	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590291	GSM1365968	U266	Multiple myeloma	24hr	peripheral blood	LBH.589	U266.LBH.589.24hr
SAMN02721647	SRR1223578	2014-04-14T10:02:10Z	2014-04-09T00:20:52Z	23565315	2356531500	23565315	100	1579		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223578/SRR1223578.1	SRX513349		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590292	simple	9606	Homo sapiens	GSM1365969							no					GEO	SRA156980		public	56E32AC8A15ACBE1564E268FF84D99BA	B555DCAE64695AC0EECDCA65B37A2518	2721647	38.24hr.U266.5.AZA.B	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590292	GSM1365969	U266	Multiple myeloma	24hr	peripheral blood	5.AZA	U266.5.AZA.24hr
SAMN02721658	SRR1223579	2014-04-14T10:02:10Z	2014-04-09T00:24:36Z	22712140	2271214000	22712140	100	1478		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223579/SRR1223579.1	SRX513350		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590293	simple	9606	Homo sapiens	GSM1365970							no					GEO	SRA156980		public	2DCC84408DC3A2B6A10D502851FCB78D	819822CE13CABB21D6DDD9BDCBD68966	2721658	39.24hr.U266.Combo.B	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590293	GSM1365970	U266	Multiple myeloma	24hr	peripheral blood	Combo	U266.Combo.24hr
SAMN02721657	SRR1223580	2014-04-14T10:02:10Z	2014-04-09T00:24:19Z	24071767	2407176700	24071767	100	1565		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223580/SRR1223580.1	SRX513351		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590294	simple	9606	Homo sapiens	GSM1365971							no					GEO	SRA156980		public	CD3CCAABEC826B07E5D68E81EBC02564	3A31FC5C0472ECFE194E9581194DCA62	2721657	40.24hr.U266.NMP.B	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590294	GSM1365971	U266	Multiple myeloma	24hr	peripheral blood	NMP	U266.NMP.24hr
SAMN02721649	SRR1223581	2014-04-14T10:02:10Z	2014-04-09T00:25:53Z	27062939	2706293900	27062939	100	1792		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223581/SRR1223581.1	SRX513352		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590295	simple	9606	Homo sapiens	GSM1365972							no					GEO	SRA156980		public	F37394E4B8CBB9E413781437C1A9F47E	881BF3D960948FBCFDFFA3DCDEC36589	2721649	41.4hr.JJN3.Control..C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590295	GSM1365972	JJN3	Multiple myeloma	4hr	bone marrow	Control	JJN3.Control.4hr
SAMN02721650	SRR1223582	2014-04-14T10:02:10Z	2014-04-09T00:24:59Z	19297959	1929795900	19297959	100	1219		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223582/SRR1223582.1	SRX513353		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590296	simple	9606	Homo sapiens	GSM1365973							no					GEO	SRA156980		public	D1BA4BD9521B596C6427C7B9DC5C5600	C96EE0F0ED4C2412E3F99837C3D420A5	2721650	42.4hr.JJN3.LBH.589.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590296	GSM1365973	JJN3	Multiple myeloma	4hr	bone marrow	LBH.589	JJN3.LBH.589.4hr
SAMN02721660	SRR1223583	2014-04-14T10:02:10Z	2014-04-09T00:23:48Z	20686488	2068648800	20686488	100	1312		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223583/SRR1223583.1	SRX513354		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590297	simple	9606	Homo sapiens	GSM1365974							no					GEO	SRA156980		public	78589DC9CB92095A904DC3DA1C929549	A0C2F0902323E897548CACC3D7E123DB	2721660	43.4hr.JJN3.5.AZA.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590297	GSM1365974	JJN3	Multiple myeloma	4hr	bone marrow	5.AZA	JJN3.5.AZA.4hr
SAMN02721652	SRR1223584	2014-04-14T10:02:10Z	2014-04-09T00:26:36Z	24411842	2441184200	24411842	100	1611		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223584/SRR1223584.1	SRX513355		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590298	simple	9606	Homo sapiens	GSM1365975							no					GEO	SRA156980		public	D1C79A6E036B64BDD071C87104782AE4	65C70268C997625D3F73B9AE4EFE0DE4	2721652	44.4hr.JJN3.Combo.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590298	GSM1365975	JJN3	Multiple myeloma	4hr	bone marrow	Combo	JJN3.Combo.4hr
SAMN02721659	SRR1223585	2014-04-14T10:02:10Z	2014-04-09T00:25:14Z	23071023	2307102300	23071023	100	1500		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223585/SRR1223585.1	SRX513356		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590299	simple	9606	Homo sapiens	GSM1365976							no					GEO	SRA156980		public	EE94EB2689F2CDC6813A31086787E2C0	19BA9E537E9C598ECCBC5D308729D8D6	2721659	45.4hr.JJN3.NMP.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590299	GSM1365976	JJN3	Multiple myeloma	4hr	bone marrow	NMP	JJN3.NMP.4hr
SAMN02721664	SRR1223586	2014-04-14T10:02:10Z	2014-04-09T00:24:40Z	21111468	2111146800	21111468	100	1334		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223586/SRR1223586.1	SRX513357		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590300	simple	9606	Homo sapiens	GSM1365977							no					GEO	SRA156980		public	3D8A1007A68825E239C0BFC3C514CA8A	75A36704800FB9538C0EB417851F335C	2721664	46.4hr.U266.Control.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590300	GSM1365977	U266	Multiple myeloma	4hr	peripheral blood	Control	U266.Control.4hr
SAMN02721661	SRR1223587	2014-04-14T10:02:10Z	2014-04-09T00:24:07Z	22741390	2274139000	22741390	100	1482		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223587/SRR1223587.1	SRX513358		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590301	simple	9606	Homo sapiens	GSM1365978							no					GEO	SRA156980		public	10038D59C29343F5F8F46EF27D3B893E	48798337B56EAA9065B423222887653A	2721661	47.4hr.U266.LBH.589.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590301	GSM1365978	U266	Multiple myeloma	4hr	peripheral blood	LBH.589	U266.LBH.589.4hr
SAMN02721663	SRR1223588	2014-04-14T10:02:10Z	2014-04-09T00:25:17Z	23021190	2302119000	23021190	100	1544		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223588/SRR1223588.1	SRX513359		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590302	simple	9606	Homo sapiens	GSM1365979							no					GEO	SRA156980		public	5F9A86BD942C93943B797659D01A9939	24FB25A519289D4C252048661504D047	2721663	48.4hr.U266.5.AZA.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590302	GSM1365979	U266	Multiple myeloma	4hr	peripheral blood	5.AZA	U266.5.AZA.4hr
SAMN02721666	SRR1223589	2014-04-14T10:02:10Z	2014-04-09T00:24:40Z	26481123	2648112300	26481123	100	1710		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223589/SRR1223589.1	SRX513360		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590303	simple	9606	Homo sapiens	GSM1365980							no					GEO	SRA156980		public	579868DA1CC8530DD6CB002F871A1CC0	C780773AF20BC91B8E9EB3A8D9E46C85	2721666	49.4hr.U266.Combo.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590303	GSM1365980	U266	Multiple myeloma	4hr	peripheral blood	Combo	U266.Combo.4hr
SAMN02721662	SRR1223590	2014-04-14T10:02:10Z	2014-04-09T00:24:06Z	23030511	2303051100	23030511	100	1546		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223590/SRR1223590.1	SRX513361		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590304	simple	9606	Homo sapiens	GSM1365981							no					GEO	SRA156980		public	090B218ED7B0E561D1B87E71B2F108EA	D72BF761E14BBB14ECCAB17C55529984	2721662	50.4hr.U266.NMP.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590304	GSM1365981	U266	Multiple myeloma	4hr	peripheral blood	NMP	U266.NMP.4hr
SAMN02721668	SRR1223591	2014-04-14T10:02:10Z	2014-04-09T00:24:10Z	21812546	2181254600	21812546	100	1408		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223591/SRR1223591.1	SRX513362		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590305	simple	9606	Homo sapiens	GSM1365982							no					GEO	SRA156980		public	E722C78ABDA574399F192C920E730C6A	515A5AA6C5FD12655072F3FE75B826D1	2721668	51.24hr.JJN3.Control.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590305	GSM1365982	JJN3	Multiple myeloma	24hr	bone marrow	Control	JJN3.Control.24hr
SAMN02721667	SRR1223592	2014-04-14T10:02:10Z	2014-04-09T00:24:30Z	24097244	2409724400	24097244	100	1568		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223592/SRR1223592.1	SRX513363		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590306	simple	9606	Homo sapiens	GSM1365983							no					GEO	SRA156980		public	7DF142D261F9676AF49FE699BE2CF01A	8395C2B603FF52C15FACCCD6A73653DE	2721667	52.24hr.JJN3.LBH.589.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590306	GSM1365983	JJN3	Multiple myeloma	24hr	bone marrow	LBH.589	JJN3.LBH.589.24hr
SAMN02721665	SRR1223593	2014-04-14T10:02:10Z	2014-04-09T00:27:21Z	23339840	2333984000	23339840	100	1518		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223593/SRR1223593.1	SRX513364		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590307	simple	9606	Homo sapiens	GSM1365984							no					GEO	SRA156980		public	46B3A275A0834EFE9F2B4DA2A8D51622	883CEFBB97933311ED4DD12DF723481E	2721665	53.24hr.JJN3.5.AZA.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590307	GSM1365984	JJN3	Multiple myeloma	24hr	bone marrow	5.AZA	JJN3.5.AZA.24hr
SAMN02721669	SRR1223594	2014-04-14T10:02:10Z	2014-04-09T00:27:07Z	23463951	2346395100	23463951	100	1526		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223594/SRR1223594.1	SRX513365		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590308	simple	9606	Homo sapiens	GSM1365985							no					GEO	SRA156980		public	9FF624DBC9269872A3982495E3647803	1AF172C3ECB418D01FD863CA4BE7611D	2721669	54.24hr.JJN3.Combo.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590308	GSM1365985	JJN3	Multiple myeloma	24hr	bone marrow	Combo	JJN3.Combo.24hr
SAMN02721671	SRR1223595	2014-04-14T10:02:10Z	2014-04-09T00:27:29Z	24474389	2447438900	24474389	100	1581		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223595/SRR1223595.1	SRX513366		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590309	simple	9606	Homo sapiens	GSM1365986							no					GEO	SRA156980		public	67E9B8E71EA0ECC8157F3985F24B0616	B61C4A9B2754AC763895DFB6C5D10639	2721671	55.24hr.JJN3.NMP.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590309	GSM1365986	JJN3	Multiple myeloma	24hr	bone marrow	NMP	JJN3.NMP.24hr
SAMN02721670	SRR1223596	2014-04-14T10:02:10Z	2014-04-09T00:26:33Z	23758740	2375874000	23758740	100	1600		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223596/SRR1223596.1	SRX513367		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590310	simple	9606	Homo sapiens	GSM1365987							no					GEO	SRA156980		public	F6A08380D833D7815DBD47AAB116BB03	936BDA171CC8722B93DCB9A1137CA2CC	2721670	56.24hr.U266.Control.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590310	GSM1365987	U266	Multiple myeloma	24hr	peripheral blood	Control	U266.Control.24hr
SAMN02721673	SRR1223597	2014-04-14T10:02:10Z	2014-04-09T00:26:52Z	22067036	2206703600	22067036	100	1443		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223597/SRR1223597.1	SRX513368		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590311	simple	9606	Homo sapiens	GSM1365988							no					GEO	SRA156980		public	CCE97AC12F7B62C1BF3BC6FD496924B3	025A270A6FFE8AC62D1316A8D61C6292	2721673	57.24hr.U266.LBH.589.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590311	GSM1365988	U266	Multiple myeloma	24hr	peripheral blood	LBH.589	U266.LBH.589.24hr
SAMN02721674	SRR1223598	2014-04-14T10:02:10Z	2014-04-09T00:26:30Z	22103430	2210343000	22103430	100	1396		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223598/SRR1223598.1	SRX513369		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590312	simple	9606	Homo sapiens	GSM1365989							no					GEO	SRA156980		public	05133AA86C40114312535861E5AC5998	B0CDBFFD8D47AA7D7ABC42C22CECCA6B	2721674	58.24hr.U266.5.AZA.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590312	GSM1365989	U266	Multiple myeloma	24hr	peripheral blood	5.AZA	U266.5.AZA.24hr
SAMN02721672	SRR1223599	2014-04-14T10:02:10Z	2014-04-09T00:26:50Z	21477076	2147707600	21477076	100	1442		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223599/SRR1223599.1	SRX513370		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590313	simple	9606	Homo sapiens	GSM1365990							no					GEO	SRA156980		public	ACF7CE95FA0FB5E8ED447E3825C55754	6FAD89CD816849934827D4C5245A2833	2721672	59.24hr.U266.Combo.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590313	GSM1365990	U266	Multiple myeloma	24hr	peripheral blood	Combo	U266.Combo.24hr
SAMN02721675	SRR1223600	2014-04-14T10:02:10Z	2014-04-09T00:26:34Z	24880341	2488034100	24880341	100	1668		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1223600/SRR1223600.1	SRX513371		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP041036	PRJNA244098	2	244098	SRS590314	simple	9606	Homo sapiens	GSM1365991							no					GEO	SRA156980		public	D108A7730652D729840902DE0616F01B	418CC131F12990FA23DEAC13494C7680	2721675	60.24hr.U266.NMP.C	Gene Regulation, Cancer Therapeutics, Peter MacCallum Cancer Centre	9606	SRS590314	GSM1365991	U266	Multiple myeloma	24hr	peripheral blood	NMP	U266.NMP.24hr
