BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex.x	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	Sex.y	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id	group
SAMN27108817	SRR19983117	2023-04-24T18:39:03Z	2022-07-05T14:52:18Z	2597748	128769364	0	49	64		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983117/SRR19983117.lite.1	SRX16025026	GSM5986611	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705246	simple	9606	Homo sapiens	GSM5986611							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	A262E0A409C73184B30642D4D8973178	C7C0A10CFED55D0E591FEE99539F507E	27108817	lncap_LNCAPPS5A_G10_Podophyllotoxin_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13705246	GSM5986611	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Podophyllotoxin	CRL-1740	LNCaP.Podophyllotoxin.24hr
SAMN27108818	SRR19983118	2023-04-24T18:39:03Z	2022-07-05T14:52:33Z	2996389	148360419	0	49	73		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983118/SRR19983118.lite.1	SRX16025025	GSM5986610	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705245	simple	9606	Homo sapiens	GSM5986610							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	1A986C4B18E9EA61C26DA9424DCB7476	007E4D30432B5FE1057CA4A898D97772	27108818	lncap_LNCAPPS5A_G9_AC-93253 iodide_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13705245	GSM5986610	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AC-93253 iodide	CRL-1740	LNCaP.AC.93253.iodide.24hr
SAMN27108819	SRR19983120	2023-04-24T18:39:03Z	2022-07-05T14:52:24Z	3067238	152002938	0	49	75		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19983/SRR19983120/SRR19983120.lite.1	SRX16025012	GSM5986609	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705232	simple	9606	Homo sapiens	GSM5986609							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	4EA29EBADA408D6346CC72CB86A7CB64	005A257A2B0D391B772034F7D9CFDA4A	27108819	lncap_LNCAPPS5A_G8_BNTX maleate salt hydrate_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705232	GSM5986609	male	50	LNCaP	missing	missing	ATCC	prostate cancer	BNTX maleate salt hydrate	CRL-1740	LNCaP.BNTX.maleate.salt.hydrate.24hr
SAMN27108820	SRR19983119	2023-04-24T18:39:03Z	2022-07-05T14:52:12Z	1965634	97387081	0	49	47		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983119/SRR19983119.lite.1	SRX16025024	GSM5986608	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705244	simple	9606	Homo sapiens	GSM5986608							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	A1249397572F96320E1295AAB548DF0D	F4763D7156187633427D200DAC3C78CA	27108820	lncap_LNCAPPS5A_G7_Bay 11-7085_3_24	Department of Systems Biology, Columbia University	9606	SRS13705244	GSM5986608	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bay 11-7085	CRL-1740	LNCaP.Bay.11.7085.24hr
SAMN27108821	SRR19983121	2023-04-24T18:39:03Z	2022-07-05T14:52:10Z	2115306	104860597	0	49	52		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19983/SRR19983121/SRR19983121.lite.1	SRX16025023	GSM5986607	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705243	simple	9606	Homo sapiens	GSM5986607							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	7D4620B722412A1073AC8B58E181EAE9	F78BCBBB6BBDE299CA5E8DF99CA7F0CF	27108821	lncap_LNCAPPS5A_G6_Etonitazenyl isothiocyanate_4_24	Department of Systems Biology, Columbia University	9606	SRS13705243	GSM5986607	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Etonitazenyl isothiocyanate	CRL-1740	LNCaP.Etonitazenyl.isothiocyanate.24hr
SAMN27108822	SRR19983122	2023-04-24T18:39:03Z	2022-07-05T14:52:07Z	1690494	83742687	0	49	40		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983122/SRR19983122.lite.1	SRX16025022	GSM5986606	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705242	simple	9606	Homo sapiens	GSM5986606							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	A839CC1B5750CFA153B4980A3E21B9F8	6E546169D3EDDD201CAD66C4632D9FA9	27108822	lncap_LNCAPPS5A_G5_JK 184_0.09_24	Department of Systems Biology, Columbia University	9606	SRS13705242	GSM5986606	male	50	LNCaP	missing	missing	ATCC	prostate cancer	JK 184	CRL-1740	LNCaP.JK.184.24hr
SAMN27108823	SRR19983123	2023-04-24T18:39:03Z	2022-07-05T14:52:22Z	2705849	134038837	0	49	66		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983123/SRR19983123.lite.1	SRX16025021	GSM5986605	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705241	simple	9606	Homo sapiens	GSM5986605							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	188B8D81394AFDC903221C2418BFFD9E	580B51B3B7FBF48F25718F514EF30513	27108823	lncap_LNCAPPS5A_G4_AT 101_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705241	GSM5986605	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AT 101	CRL-1740	LNCaP.AT.101.24hr
SAMN27108824	SRR19983124	2023-04-24T18:39:03Z	2022-07-05T14:52:26Z	2775548	137552648	0	49	69		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983124/SRR19983124.lite.1	SRX16025020	GSM5986604	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705240	simple	9606	Homo sapiens	GSM5986604							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	7100BC81B4CFE6DE6C70500FB017D97C	E88AE97593DB327740861C1BCCA23AC2	27108824	lncap_LNCAPPS5A_G3_PHA 665752_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13705240	GSM5986604	male	50	LNCaP	missing	missing	ATCC	prostate cancer	PHA 665752	CRL-1740	LNCaP.PHA.665752.24hr
SAMN27108825	SRR19983125	2023-04-24T18:39:03Z	2022-07-05T14:52:29Z	4003009	198294996	0	49	97		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983125/SRR19983125.lite.1	SRX16025019	GSM5986603	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705239	simple	9606	Homo sapiens	GSM5986603							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	4E95ACF0A220E74231C478962A18358F	9B3A42FF8C9FFCF88F53E9200A1664AD	27108825	lncap_LNCAPPS5A_G2_FIT_4_24	Department of Systems Biology, Columbia University	9606	SRS13705239	GSM5986603	male	50	LNCaP	missing	missing	ATCC	prostate cancer	FIT	CRL-1740	LNCaP.FIT.24hr
SAMN27108826	SRR19983126	2023-04-24T18:39:03Z	2022-07-05T14:52:34Z	3122742	154684949	0	49	75		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983126/SRR19983126.lite.1	SRX16025018	GSM5986602	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705238	simple	9606	Homo sapiens	GSM5986602							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	634CD16FF95EE30EFAB479334D6B7A31	6879F06CF2D10FF9005C9757E2408613	27108826	lncap_LNCAPPS5A_G1_RS 17053 hydrochloride_2_24	Department of Systems Biology, Columbia University	9606	SRS13705238	GSM5986602	male	50	LNCaP	missing	missing	ATCC	prostate cancer	RS 17053 hydrochloride	CRL-1740	LNCaP.RS.17053.hydrochloride.24hr
SAMN27108827	SRR19983127	2023-04-24T18:39:03Z	2022-07-05T14:52:26Z	2930721	145255301	0	49	73		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983127/SRR19983127.lite.1	SRX16025017	GSM5986601	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705237	simple	9606	Homo sapiens	GSM5986601							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	7E4803E177CC06B957ED65A9F8E25E0C	25F07F5F151C15958AB1F7AE84886443	27108827	lncap_LNCAPPS5A_F12_Tetraethylthiuram disulfide_0.11_24	Department of Systems Biology, Columbia University	9606	SRS13705237	GSM5986601	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tetraethylthiuram disulfide	CRL-1740	LNCaP.Tetraethylthiuram.disulfide.24hr
SAMN27108828	SRR19983128	2023-04-24T18:39:03Z	2022-07-08T14:02:01Z	3749775	185823154	0	49	92		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983128/SRR19983128.lite.1	SRX16025016	GSM5986600	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705236	simple	9606	Homo sapiens	GSM5986600							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	07FC8B03F7D40993837D3E434514304C	6483FF13719669C2996377731B4CF929	27108828	lncap_LNCAPPS5A_F11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705236	GSM5986600	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740	LNCaP.DMSO.24hr
SAMN27108829	SRR19983129	2023-04-24T18:39:03Z	2022-07-05T14:52:37Z	4213929	208837311	0	49	106		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983129/SRR19983129.lite.1	SRX16025015	GSM5986599	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705235	simple	9606	Homo sapiens	GSM5986599							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	DDE84B65A133945F4501D736163692BB	E12198D2667E08B80500533355CB6490	27108829	lncap_LNCAPPS5A_F10_beta-Lapachone_1_24	Department of Systems Biology, Columbia University	9606	SRS13705235	GSM5986599	male	50	LNCaP	missing	missing	ATCC	prostate cancer	beta-Lapachone	CRL-1740	LNCaP.beta.Lapachone.24hr
SAMN27108830	SRR19983130	2023-04-24T18:39:03Z	2022-07-05T14:52:11Z	2637310	130661040	0	49	65		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19983/SRR19983130/SRR19983130.lite.1	SRX16025011	GSM5986598	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705231	simple	9606	Homo sapiens	GSM5986598							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	3670ACCBC39758CA88F98BD65C156BBE	0217CFC70CEC80FC41FB512D6785B49D	27108830	lncap_LNCAPPS5A_F9_Emetine dihydrochloride hydrate_0.035_24	Department of Systems Biology, Columbia University	9606	SRS13705231	GSM5986598	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Emetine dihydrochloride hydrate	CRL-1740	LNCaP.Emetine.dihydrochloride.hydrate.24hr
SAMN27108831	SRR19983131	2023-04-24T18:39:03Z	2022-07-05T14:52:35Z	3935427	195000423	0	49	96		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19983/SRR19983131/SRR19983131.lite.1	SRX16025010	GSM5986597	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705230	simple	9606	Homo sapiens	GSM5986597							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	66B8CCC3E37A4FCD20E7720358B005BB	BB5EDE9A4974344AF3887E568305CA4B	27108831	lncap_LNCAPPS5A_F8_Brefeldin A_0.05_24	Department of Systems Biology, Columbia University	9606	SRS13705230	GSM5986597	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Brefeldin A	CRL-1740	LNCaP.Brefeldin.A.24hr
SAMN27108832	SRR19983132	2023-04-24T18:39:03Z	2022-07-05T14:52:35Z	3484878	172575466	0	49	83		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19983/SRR19983132/SRR19983132.lite.1	SRX16025009	GSM5986596	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705229	simple	9606	Homo sapiens	GSM5986596							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	F515E623D691028B4673DD00240A0BB8	99E2F29B65E6EA3E8F24BC91B213A2D8	27108832	lncap_LNCAPPS5A_F7_CP-100356 monohydrochloride_2_24	Department of Systems Biology, Columbia University	9606	SRS13705229	GSM5986596	male	50	LNCaP	missing	missing	ATCC	prostate cancer	CP-100356 monohydrochloride	CRL-1740	LNCaP.CP.100356.monohydrochloride.24hr
SAMN27108833	SRR19983133	2023-04-24T18:39:03Z	2022-07-07T07:35:38Z	3612966	178982965	0	49	86		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983133/SRR19983133.lite.1	SRX16025008	GSM5986595	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705228	simple	9606	Homo sapiens	GSM5986595							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	FCE50591B40E664AE1DCE9604AD54DD3	5153BB560C95207C5643402A0D1BFE88	27108833	lncap_LNCAPPS5A_F6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705228	GSM5986595	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740	LNCaP.UNTREATED.24hr
SAMN27108834	SRR19983134	2023-04-24T18:39:03Z	2022-07-05T14:52:10Z	1856216	91962076	0	49	44		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983134/SRR19983134.lite.1	SRX16025007	GSM5986594	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705227	simple	9606	Homo sapiens	GSM5986594							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	3E23992774F219A28DC49E5DB15A1AA4	F5006FA5EA79D22A2FE5935300040E8E	27108834	lncap_LNCAPPS5A_F5_SN 38_0.075_24	Department of Systems Biology, Columbia University	9606	SRS13705227	GSM5986594	male	50	LNCaP	missing	missing	ATCC	prostate cancer	SN 38	CRL-1740	LNCaP.SN.38.24hr
SAMN27108835	SRR19983135	2023-04-24T18:39:03Z	2022-07-05T14:52:34Z	3431724	170092740	0	49	86		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983135/SRR19983135.lite.1	SRX16025006	GSM5986593	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705226	simple	9606	Homo sapiens	GSM5986593							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	D1021D19657EFD56ECDEF744F83191CD	924CAF14EC600B74433C4780D9A6BDBC	27108835	lncap_LNCAPPS5A_F4_BIBU 1361 dihydrochloride_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705226	GSM5986593	male	50	LNCaP	missing	missing	ATCC	prostate cancer	BIBU 1361 dihydrochloride	CRL-1740	LNCaP.BIBU.1361.dihydrochloride.24hr
SAMN27108836	SRR19983136	2023-04-24T18:39:03Z	2022-07-05T14:52:41Z	3903790	193439194	0	49	95		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983136/SRR19983136.lite.1	SRX16025005	GSM5986592	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705225	simple	9606	Homo sapiens	GSM5986592							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	62E13DC2A7D729FB9A74D0ADC032555A	9D8C66149B363871D5B43E1C1FD72251	27108836	lncap_LNCAPPS5A_F3_JTC 801_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705225	GSM5986592	male	50	LNCaP	missing	missing	ATCC	prostate cancer	JTC 801	CRL-1740	LNCaP.JTC.801.24hr
SAMN27108837	SRR19983137	2023-04-24T18:39:02Z	2022-07-05T14:52:22Z	2761998	136877875	0	49	67		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19983/SRR19983137/SRR19983137.lite.1	SRX16025004	GSM5986591	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705224	simple	9606	Homo sapiens	GSM5986591							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	7D36EF9E04232668E38584FA0E1C8AB4	4BE6048529F920D47FA8F6D2317C6C6E	27108837	lncap_LNCAPPS5A_F2_GR 127935 hydrochloride_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705224	GSM5986591	male	50	LNCaP	missing	missing	ATCC	prostate cancer	GR 127935 hydrochloride	CRL-1740	LNCaP.GR.127935.hydrochloride.24hr
SAMN27108838	SRR19983138	2023-04-24T18:39:02Z	2022-07-05T14:52:25Z	2426108	120205850	0	49	58		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983138/SRR19983138.lite.1	SRX16025003	GSM5986590	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705223	simple	9606	Homo sapiens	GSM5986590							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	82AF9AD63C5CA8473D3D1E48430D5BAF	7E65C25E8CD59CE9E23ED6D72968D297	27108838	lncap_LNCAPPS5A_F1_Metaphit_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705223	GSM5986590	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Metaphit	CRL-1740	LNCaP.Metaphit.24hr
SAMN27108839	SRR19983139	2023-04-24T18:39:02Z	2022-07-05T14:52:41Z	3590836	177964561	0	49	88		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983139/SRR19983139.lite.1	SRX16025002	GSM5986589	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705222	simple	9606	Homo sapiens	GSM5986589							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	E984C95A9DDFA2B4D307D99F219060EB	FA5C2768093E39FDDA90C13201270B69	27108839	lncap_LNCAPPS5A_E12_Vincristine_0.025_24	Department of Systems Biology, Columbia University	9606	SRS13705222	GSM5986589	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vincristine	CRL-1740	LNCaP.Vincristine.24hr
SAMN27108840	SRR19983140	2023-04-24T18:39:02Z	2022-07-07T05:31:14Z	3087026	152968184	0	49	78		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983140/SRR19983140.lite.1	SRX16025001	GSM5986588	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705221	simple	9606	Homo sapiens	GSM5986588							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	4B7CFACE877E1DEF7CB4FBF6EDF88D97	7EF4834E4E1904C10F6152327E1C4CB9	27108840	lncap_LNCAPPS5A_E11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705221	GSM5986588	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740	LNCaP.DMSO.24hr
SAMN27108841	SRR19983141	2023-04-24T18:39:02Z	2022-07-05T14:52:06Z	1867357	92506179	0	49	45		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19983/SRR19983141/SRR19983141.lite.1	SRX16025000	GSM5986587	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705220	simple	9606	Homo sapiens	GSM5986587							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	CCD1DFA0C983C5DAE6A2A93F72D3186B	DBE9AF73ED99FD52F0D795EBDFE23CE8	27108841	lncap_LNCAPPS5A_E10_Niclosamide_1_24	Department of Systems Biology, Columbia University	9606	SRS13705220	GSM5986587	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Niclosamide	CRL-1740	LNCaP.Niclosamide.24hr
SAMN27108842	SRR19983142	2023-04-24T18:39:02Z	2022-07-05T14:52:24Z	2824012	139972094	0	49	70		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19983/SRR19983142/SRR19983142.lite.1	SRX16024999	GSM5986586	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705219	simple	9606	Homo sapiens	GSM5986586							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	50BC0485F8BCE7B89291B684BDDD8650	5E8A8E5397C2564369A6CA21051B3308	27108842	lncap_LNCAPPS5A_E9_Diphenyleneiodonium chloride_0.04_24	Department of Systems Biology, Columbia University	9606	SRS13705219	GSM5986586	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Diphenyleneiodonium chloride	CRL-1740	LNCaP.Diphenyleneiodonium.chloride.24hr
SAMN27108843	SRR19983143	2023-04-24T18:39:02Z	2022-07-05T14:52:23Z	2814880	139270800	0	49	67		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983143/SRR19983143.lite.1	SRX16024998	GSM5986585	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705218	simple	9606	Homo sapiens	GSM5986585							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	0AF967C19DE46E963A5935E147F78D47	BF210E0239A218E487E870395708328D	27108843	lncap_LNCAPPS5A_E8_Calcimycin_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705218	GSM5986585	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Calcimycin	CRL-1740	LNCaP.Calcimycin.24hr
SAMN27108844	SRR19983144	2023-04-24T18:39:02Z	2022-07-05T14:52:16Z	2827318	140128000	0	49	69		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19983/SRR19983144/SRR19983144.lite.1	SRX16024997	GSM5986584	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705217	simple	9606	Homo sapiens	GSM5986584							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	F7EFCDFEA0CEDEFE2740104578AB8081	EE7746C1C086F7D4CEBFFB58B80A2DFB	27108844	lncap_LNCAPPS5A_E7_Cantharidin_1_24	Department of Systems Biology, Columbia University	9606	SRS13705217	GSM5986584	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cantharidin	CRL-1740	LNCaP.Cantharidin.24hr
